festival_kr,festival,place,place_en,begin_date,end_date,contents,contents_en,organizer,organizer_en,host,host_en,sponsor,sponsor_en,phone,website,additional,address,address_old_style,latitude,longitude,updated,data_organization_code,data_organization,data_organization_en,address_en,address_old_en
2019 광복기념음악회,2019 Liberation Commemorative Concert,병목안시민공원,Byeongmokan Citizen’s Park,2019-08-15,2019-08-15,뮤지컬 그룹 플래티넘+ 안양시립합창단 공연 등,"Musical group Platinum + Anyang City Choir performance, etc.",(재)안양문화예술재단,Anyang Culture and Arts Foundation,경기도 안양시+안양축제추진위원회,"Anyang-si, Gyeonggi-do + Anyang Festival Promotion Committee",경기도 안양시+ 티브로드abc방송,"Anyang-si, Gyeonggi-do + TV Broadcast ABC",031-687-0500,http://www.ayac.or.kr,안양예술공원+ APAP+ 김중업박물관,경기도 안양시 만안구 병목안로 215,경기도 안양시 만안구 안양동 산 82-2,37.385289,126.907675,2024-01-03,3830000,경기도 안양시,"Anyang-si, Gyeonggi-do","215 Byeongmokan-ro, Manan-gu, Anyang-si, Gyeonggi-do","San 82-2, Anyang-dong, Manan-gu, Anyang-si, Gyeonggi-do"
2019 안양 시민축제,2019 Anyang Citizen Festival,평촌중앙공원+병목안시민공원+범계로데오,Pyeongchon Central Park + Byeongmokan Citizens Park + Beomgye Rodeo,2019-09-20,2019-09-22,시민공연마당+ 전시체험부스+ 개폐막 축하공연+ 방송국 공개방송+ 안양시민의날 기념식+ 안양시민가요제 등,"Citizen Performance Hall + Exhibition Experience Booth + Opening and Closing Celebration Performance + Broadcasting Broadcasting Station + Anyang Citizen’s Day Ceremony + Anyang Citizen Song Festival, etc.",(재)안양문화예술재단,Anyang Culture and Arts Foundation,경기도 안양시+안양축제추진위원회,"Anyang-si, Gyeonggi-do + Anyang Festival Promotion Committee",,#VALUE!,031-687-0500,http://www.ayac.or.kr,안양예술공원+ APAP+ 김중업박물관,경기도 안양시 동안구 관평로 149 (평촌동),경기도 안양시 동안구 평촌동 895,37.390137,126.9613287,2024-01-03,3830000,경기도 안양시,"Anyang-si, Gyeonggi-do","149 Gwanpyeong-ro, Dongan-gu, Anyang-si, Gyeonggi-do (Pyeongchon-dong)","895 Pyeongchon-dong, Dongan-gu, Anyang-si, Gyeonggi-do"
천년나주목읍성문화축제,Cheonnyeon Naju Mok-eupseong Cultural Festival,금성관 + 나주향교,Geumseong-gwan + Najuhyanggyo,2023-10-20,2023-10-22,나주의 읍성문화를 이용한 역사 문화 축제,Historical and cultural festival using Naju’s town fortress culture,천년나주목읍성문화축제추진위원회,Cheonnyeon Naju Mok-eupseong Cultural Festival Promotion Committee,천년나주목읍성문화축제추진위원회,Cheonnyeon Naju Mok-eupseong Cultural Festival Promotion Committee,전라남도 나주시청,"Naju City Hall, Jeollanam-do",061-339-8723,http://www.naju.go.kr/tour/,"나주 읍성, 향교, 금성관",전라남도 나주시 금성관길 8,전라남도 나주시 과원동 109-5,35.03335643,126.7165553,2023-12-06,4830000,경기도 안양시,"Anyang-si, Gyeonggi-do","8 Geumseonggwan-gil, Naju-si, Jeollanam-do","109-5, Gwawon-dong, Naju-si, Jeollanam-do"
영산포 홍어축제,Yeongsanpo Skate Festival,홍어의 거리,street of skates,2023-05-05,2023-05-07,나주 특산품인 홍어를 활용한 지역경제 축제,"Local economic festival using skate, a Naju specialty product",영산포홍어축제추진위원회,Yeongsanpo Skate Festival Promotion Committee,영산포홍어축제추진위원회,Yeongsanpo Skate Festival Promotion Committee,전라남도 나주시청,"Naju City Hall, Jeollanam-do",061-339-8723,http://www.naju.go.kr/tour/,"영산포 홍어거리, 영산강 황포돛배",전라남도 나주시 영산2길 17-3,전라남도 나주시 영산동 250-2,34.99954989,126.7113453,2023-12-06,4830000,경기도 안양시,"Anyang-si, Gyeonggi-do","17-3, Yeongsan 2-gil, Naju-si, Jeollanam-do","250-2 Yeongsan-dong, Naju-si, Jeollanam-do"
제56회 동학농민혁명기념제,The 56th Donghak Peasant Revolution Memorial Festival,구민사 및 갑오동학혁명기념탑,Guminsa Temple and Gabo Donghak Revolution Monument,2023-05-11,2023-05-11,기념식+공식제례+청소년축전+연계행사+체험행사,Commemorative ceremony + official ritual + youth festival + related event + experience event,(사)동학농민혁명계승사업회,Donghak Peasant Revolution Succession Association,전라북도 정읍시청,"Jeongeup City Hall, Jeollabuk-do",,#VALUE!,063-539-6923,http://www.donghak.or.kr,,전라북도 정읍시 덕천면 동학로 742,전라북도 정읍시 덕천면 하학리 산3-5,35.63370584,126.8301188,2024-01-15,4690000,경기도 안양시,"Anyang-si, Gyeonggi-do","742 Donghak-ro, Deokcheon-myeon, Jeongeup-si, Jeollabuk-do","San 3-5, Hahak-ri, Deokcheon-myeon, Jeongeup-si, Jeollabuk-do"
제34회 정읍사문화제,The 34th Jeongeupsa Cultural Festival,정읍사문화공원 일원,Jeongeupsa Cultural Park area,2023-10-28,2023-10-29,기념행사+공연행사+부대행사+체험행사,Commemorative event + performance event + side event + experience event,(사)정읍사문화제 제전위원회,Jeongeupsa Cultural Festival Committee,전라북도 정읍시청,"Jeongeup City Hall, Jeollabuk-do",,#VALUE!,063-539-5175,http://www.jchf.or.kr,,전라북도 정읍시 정읍사로 541,전라북도 정읍시 시기동 69-12,35.55073195,126.8615755,2024-01-15,4690000,경기도 안양시,"Anyang-si, Gyeonggi-do","541 Jeongeupsa-ro, Jeongeup-si, Jeollabuk-do","69-12 Sigi-dong, Jeongeup-si, Jeollabuk-do"
제16회 정읍 구절초꽃축제,16th Jeongeup Gujeolcho Flower Festival,정읍 구절초 테마공원,Jeongeup Gujeolcho Theme Park,2023-10-05,2023-10-15,구절초꽃길산책+꽃밭음악회,Gujeolcho Flower Road Walk + Flower Field Concert,정읍시구절초축제추진위원회,Jeongeup City Gujeolcho Festival Promotion Committee,전라북도 정읍시청,"Jeongeup City Hall, Jeollabuk-do",전라북도청+한국수자원공사,Jeollabuk-do Provincial Office + Korea Water Resources Corporation,063-539-5697,http://www.jeongeup.go.kr/culture,,전라북도 정읍시 산내면 청정로 926-65,전라북도 정읍시 산내면 매죽리 617,35.55427272,127.0188952,2024-01-15,4690000,경기도 안양시,"Anyang-si, Gyeonggi-do","926-65, Cheongjeong-ro, Sannae-myeon, Jeongeup-si, Jeollabuk-do","617 Maejuk-ri, Sannae-myeon, Jeongeup-si, Jeollabuk-do"
제14회 화성시 가족사랑축제,14th Hwaseong City Family Love Festival,동탄호수공원,Dongtan Lake Park,2023-05-13,2023-05-13,"공개방송, 시민 참여 프로그램, 체험 부스","Public broadcasting, citizen participation programs, experience booths",화성시문화재단,Hwaseong City Cultural Foundation,경기도 화성시,"Hwaseong, Gyeonggi-do",,#VALUE!,031-290-4626,https://www.hcf.or.kr,,,경기도 화성시 송동 54-1번지,37.256791,127.152995,2024-01-11,5530000,경기도 안양시,"Anyang-si, Gyeonggi-do",#VALUE!,"54-1 Song-dong, Hwaseong-si, Gyeonggi-do"
제13회 화성 뱃놀이 축제,13th Hwaseong Boating Festival,"전곡항, 제부도","Jeongok Port, Jebudo",2023-06-09,2023-06-11,"해양레저 체험, 야간공연","Marine leisure experience, night performance",화성시문화재단,Hwaseong City Cultural Foundation,경기도 화성시,"Hwaseong, Gyeonggi-do",,#VALUE!,031-5189-6136,http://hs-boatingfestival.com/,,경기도 화성시 서신면 전곡항로 21,경기도 화성시 서신면 전곡리 974번지,37.186718,126.6524994,2024-01-11,5530000,경기도 안양시,"Anyang-si, Gyeonggi-do","21 Jeongokhang-ro, Seosin-myeon, Hwaseong-si, Gyeonggi-do","974 Jeongok-ri, Seosin-myeon, Hwaseong-si, Gyeonggi-do"
제9회 화성송산포도축제,The 9th Hwaseong Songsan Grape Festival,궁평항,Gungpyeong Port,2023-09-02,2023-09-03,"포도 체험, 직거래 장터","Grape experience, direct transaction market",(사)화성송산포도연합회,Hwaseong Songsan Grape Association,경기도 화성시,"Hwaseong, Gyeonggi-do",,#VALUE!,031-5189-6441,,,경기도 화성시 서신면 궁평항로 1049-24,경기도 화성시 서신면 궁평리 689번지,37.11602908,126.6812748,2024-01-11,5530000,전라남도 나주시,"Naju-si, Jeollanam-do","1049-24, Gungpyeonghang-ro, Seosin-myeon, Hwaseong-si, Gyeonggi-do","689 Gungpyeong-ri, Seosin-myeon, Hwaseong-si, Gyeonggi-do"
제1회 도농 어울림 축제,The 1st Urban-Rural Harmony Festival,동탄여울공원,Dongtan Yeoul Park,2023-09-23,2023-09-24,"농업문화체험, 직거래 장터","Agricultural cultural experience, direct transaction market",경기도 화성시,"Hwaseong, Gyeonggi-do",경기도 화성시,"Hwaseong, Gyeonggi-do",,#VALUE!,031-5189-6335,,,,경기도 화성시 오산동 1060,,,2024-01-11,5530000,전라남도 나주시,"Naju-si, Jeollanam-do",#VALUE!,"1060 Osan-dong, Hwaseong-si, Gyeonggi-do"
제24회 화성 효 마라톤 대회,24th Hwaseong Hyo Marathon,화성종합경기타운,Hwaseong Sports Complex Town,2023-10-07,2023-10-07,마라톤 대회,marathon race,화성시체육회,Hwaseong City Sports Council,경기도 화성시,"Hwaseong, Gyeonggi-do",,#VALUE!,031-5189-6193,,,경기도 화성시 향남읍 향남로 470,경기도 화성시 향남읍 도이리 668번지,37.13754375,126.9242565,2024-01-11,5530000,전라북도 정읍시,"Jeongeup-si, Jeollabuk-do","470 Hyangnam-ro, Hyangnam-eup, Hwaseong-si, Gyeonggi-do","668 Doiri, Hyangnam-eup, Hwaseong-si, Gyeonggi-do"
정조 효 문화제 및 정조대왕 능행차 공동재현,Joint reenactment of King Jeongjo’s filial piety cultural festival and King Jeongjo’s tomb procession,융건릉 일원,Yunggeonreung area,2023-10-08,2023-10-09,"영우원 천장 재현, 을묘년 원행 재현, 현륭원 제향 등","Reproduction of the Yeongwoowon ceiling, reproduction of the Eulmyonyeon memorial service, Hyeonryungwon ancestral rites, etc.",경기도 화성시,"Hwaseong, Gyeonggi-do",경기도 화성시,"Hwaseong, Gyeonggi-do",,#VALUE!,031-5189-3835,http://www.정조효문화제.com/,,,경기도 화성시 안녕동 187-39,37.21170324,126.9897651,2024-01-11,5530000,전라북도 정읍시,"Jeongeup-si, Jeollabuk-do",#VALUE!,"187-39 Anyeong-dong, Hwaseong-si, Gyeonggi-do"
2023 화성시민 한마음 체육대회,2023 Hwaseong Citizens One Mind Sports Festival,화성종합경기타운,Hwaseong Sports Complex Town,2023-10-14,2023-10-15,종목별 대회,Competitions by sport,화성시체육회,Hwaseong City Sports Council,경기도 화성시,"Hwaseong, Gyeonggi-do",,#VALUE!,031-5189-6193,,,경기도 화성시 향남읍 향남로 470,경기도 화성시 향남읍 도이리 668번지,37.13754375,126.9242565,2024-01-11,5530000,전라북도 정읍시,"Jeongeup-si, Jeollabuk-do","470 Hyangnam-ro, Hyangnam-eup, Hwaseong-si, Gyeonggi-do","668 Doiri, Hyangnam-eup, Hwaseong-si, Gyeonggi-do"
2023 화성 학생동아리 축제,2023 Hwaseong Student Club Festival,동탄센트럴파크 일원,Dongtan Central Park area,2023-10-21,2023-10-21,"초중고 학생동아리 공연, 전시 및 체험부스 운영","Elementary, middle and high school student club performances, exhibitions and experience booth operation",화성시 인재육성재단,Hwaseong City Talent Development Foundation,경기도 화성시,"Hwaseong, Gyeonggi-do",,#VALUE!,031-898-8440,http://www.hsscf.kr/,,경기도 화성시 동탄공원로2길 22,경기도 화성시 반송동 59번지,37.20563857,127.0635805,2024-01-11,5530000,경기도 화성시,"Hwaseong, Gyeonggi-do","22, Dongtan Gongwon-ro 2-gil, Hwaseong-si, Gyeonggi-do","59 Bansong-dong, Hwaseong-si, Gyeonggi-do"
화성 루나 빛 축제,mars luna light festival,동탄호수공원,Dongtan Lake Park,2023-11-25,2023-11-25,"빛 조형물 및 포토존, 루나쇼, 문화공연 등","Light sculptures and photo zones, luna shows, cultural performances, etc.",경기도 화성시,"Hwaseong, Gyeonggi-do",경기도 화성시,"Hwaseong, Gyeonggi-do",,#VALUE!,031-5189-3835,,,,경기도 화성시 송동 54-1번지,37.1691623,127.1006911,2024-01-11,5530000,경기도 화성시,"Hwaseong, Gyeonggi-do",#VALUE!,"54-1 Song-dong, Hwaseong-si, Gyeonggi-do"
처인성문화제,Cheoinseong Cultural Festival,처인성 일대(남사읍),Cheoinseong area (Namsa-eup),2023-06-03,2023-06-04,처인승첩기념식+처인성골든벨+활쏘기대회+경연대회 등,"Cheoin Seongcheop Memorial Ceremony + Cheoinseong Golden Bell + Archery Competition + Contest, etc.",용인문화원,Yongin Cultural Center,용인문화원,Yongin Cultural Center,경기도 용인시청,"Yongin City Hall, Gyeonggi-do",031-324-9600,http://www.ycc50.org/,,경기도 용인시 처인구 중부대로 1199,경기도 용인시 처인구 삼가동 556,37.24086733,127.1779684,2024-01-08,4050000,경기도 화성시,"Hwaseong, Gyeonggi-do","1199, Jungbu-daero, Cheoin-gu, Yongin-si, Gyeonggi-do","556 Samga-dong, Cheoin-gu, Yongin-si, Gyeonggi-do"
포은문화제,Poeun Cultural Festival,정몽주 묘역,Jeong Mong-ju's gravesite,2023-10-07,2023-10-08,추모선양사업+경연대회+어린이 포은스쿨+체험전시+기념식+공연 등,"Memorial promotion project + contest + children's Poeun School + experiential exhibition + commemorative ceremony + performance, etc.",용인문화원 포은문화제추진위원회,Yongin Cultural Center Poeun Cultural Festival Promotion Committee,용인문화원,Yongin Cultural Center,경기도 용인시청,"Yongin City Hall, Gyeonggi-do",031-324-9600,http://www.ycc50.org/,,경기도 용인시 처인구 중부대로 1199,경기도 용인시 처인구 삼가동 556,37.24086733,127.1779684,2024-01-08,4050000,경기도 화성시,"Hwaseong, Gyeonggi-do","1199, Jungbu-daero, Cheoin-gu, Yongin-si, Gyeonggi-do","556 Samga-dong, Cheoin-gu, Yongin-si, Gyeonggi-do"
용인시민의 날 연계 축제 행사,Yongin Citizen’s Day related festival event,용인미르스타디움,Yongin Mir Stadium,2023-09-23,2023-09-24,용인시민의 날 기념 연계 축제 행사,Yongin Citizen's Day celebration linked festival event,경기도 용인시청,"Yongin City Hall, Gyeonggi-do",경기도 용인시청,"Yongin City Hall, Gyeonggi-do",,#VALUE!,031-324-2064,https://www.yongin.go.kr,,경기도 용인시 처인구 동백죽전대로 61,경기도 용인시 처인구 삼가동 28-6,37.24963097,127.165146,2024-01-08,4050000,경기도 화성시,"Hwaseong, Gyeonggi-do","61 Dongbaekjukjeon-daero, Cheoin-gu, Yongin-si, Gyeonggi-do","28-6, Samga-dong, Cheoin-gu, Yongin-si, Gyeonggi-do"
제8회 부천세계비보이대회,8th Bucheon World B-Boy Competition,부천체육관,Bucheon Gymnasium,2023-07-22,2023-07-23,세계비보이대회,World B-Boy Competition,진조크루,Jinjo Crew,경기도 부천시청,"Bucheon City Hall, Gyeonggi-do",문화체육관광부+한국관광공사+경기관광공사,"Ministry of Culture, Sports and Tourism + Korea Tourism Organization + Gyeonggi Tourism Organization",032-625-3113,,,경기도 부천시 원미구 석천로 293,경기도 부천시 중동 1024,37.51275697,126.7639108,2024-01-05,3860000,경기도 화성시,"Hwaseong, Gyeonggi-do","293 Seokcheon-ro, Wonmi-gu, Bucheon-si, Gyeonggi-do","1024 Jungdong, Bucheon-si, Gyeonggi-do"
제23회 복사골청소년예술제,The 23rd Boksagol Youth Arts Festival,부천시청 어울마당+잔디광장,Bucheon City Hall Eoul Madang + Lawn Square,2023-09-02,2023-09-02,경연대회,contest,(사)한국예총부천지회,Korea Federation of Arts and Culture Bucheon Branch,경기도 부천시청,"Bucheon City Hall, Gyeonggi-do",여성가족부+경기도+경기도교육청+경기도부천교육지원청,Ministry of Gender Equality and Family + Gyeonggi-do + Gyeonggi-do Office of Education + Gyeonggi-do Bucheon Office of Education,032-325-1566,artbucheon.com,,경기도 부천시 소사구 경인로92번길33,,,,2024-01-05,3860000,경기도 화성시,"Hwaseong, Gyeonggi-do","33 Gyeongin-ro 92beon-gil, Sosa-gu, Bucheon-si, Gyeonggi-do",#VALUE!
제15회 시민어울림한마당,The 15th Citizen Harmony Festival,상동호수공원,Sangdong Lake Park,2023-09-23,2023-09-23,퍼레이드+콘테스트+춤한마당 등,"Parade + Contest + Dance Festival, etc.",(사)한국예총부천지회,Korea Federation of Arts and Culture Bucheon Branch,경기도 부천시청,"Bucheon City Hall, Gyeonggi-do",,#VALUE!,032-325-1566,artbucheon.com,,경기도 부천시 소사구 경인로92번길33,,,,2024-01-05,3860000,경기도 화성시,"Hwaseong, Gyeonggi-do","33 Gyeongin-ro 92beon-gil, Sosa-gu, Bucheon-si, Gyeonggi-do",#VALUE!
2023 부소산 봄 나들이 축제,2023 Busosan Spring Outing Festival,관북리 유적+부소산성 일원,Gwanbuk-ri ruins + Busosanseong Fortress area,2023-05-05,2023-05-07,공연+경연+체험+감성피크닉+경관조성,Performance + Competition + Experience + Emotional Picnic + Landscape Creation,부여문화원,Buyeo Cultural Center,충청남도 부여군,"Buyeo-gun, Chungcheongnam-do",,#VALUE!,041-830-2823,,,,충청남도 부여군 부여읍 구아리 46-5,36.28516562,126.910939,2024-01-02,4570000,경기도 화성시,"Hwaseong, Gyeonggi-do",#VALUE!,"46-5 Guari, Buyeo-eup, Buyeo-gun, Chungcheongnam-do"
제21회 부여서동연꽃축제,21st Buyeo Seodong Lotus Festival,서동공원+궁남지 일원,Seodong Park + Gungnamji Area,2023-07-13,2023-07-16,경관조성+공연·경연+체험,Landscape creation + performance/competition + experience,부여문화원,Buyeo Cultural Center,충청남도 부여군,"Buyeo-gun, Chungcheongnam-do",충청남도+한국관광공사,Chungcheongnam-do + Korea Tourism Organization,041-830-2209,http://부여서동연꽃축제.kr/,,,충청남도 부여군 부여읍 동남리 117,36.2696766,126.912263,2024-01-02,4570000,경기도 용인시,"Yongin-si, Gyeonggi-do",#VALUE!,"117 Dongnam-ri, Buyeo-eup, Buyeo-gun, Chungcheongnam-do"
